logged_at_utc,ts,device_id,temperature_c,humidity_percent,noise_db,position
2025-11-18T03:41:19Z,2025-11-18T03:41:19Z,safesleep-dev-01,29.7,45.9,78.0,supino
2025-11-18T03:41:22Z,2025-11-18T03:41:22Z,safesleep-dev-01,28.6,38.2,36.9,lateral
2025-11-18T03:41:25Z,2025-11-18T03:41:25Z,safesleep-dev-01,18.6,46.9,46.7,supino
2025-11-18T03:41:28Z,2025-11-18T03:41:28Z,safesleep-dev-01,25.5,53.5,64.2,supino
2025-11-18T03:41:31Z,2025-11-18T03:41:31Z,safesleep-dev-01,18.9,47.5,33.1,prono
2025-11-18T03:41:34Z,2025-11-18T03:41:34Z,safesleep-dev-01,26.1,57.5,46.9,prono
2025-11-18T03:41:37Z,2025-11-18T03:41:37Z,safesleep-dev-01,22.4,51.2,51.7,lateral
2025-11-18T03:41:40Z,2025-11-18T03:41:40Z,safesleep-dev-01,29.6,47.6,44.9,prono
2025-11-18T03:41:43Z,2025-11-18T03:41:43Z,safesleep-dev-01,26.4,68.5,63.5,supino
2025-11-18T03:41:46Z,2025-11-18T03:41:46Z,safesleep-dev-01,21.6,31.2,85.0,lateral
2025-11-18T03:41:49Z,2025-11-18T03:41:49Z,safesleep-dev-01,27.1,34.7,45.0,supino
2025-11-18T03:41:52Z,2025-11-18T03:41:52Z,safesleep-dev-01,25.2,32.6,75.5,lateral
2025-11-18T03:41:55Z,2025-11-18T03:41:55Z,safesleep-dev-01,21.9,34.3,48.4,supino
2025-11-18T03:41:58Z,2025-11-18T03:41:58Z,safesleep-dev-01,21.8,35.5,65.8,lateral
2025-11-18T03:42:01Z,2025-11-18T03:42:01Z,safesleep-dev-01,27.1,38.2,78.5,supino
2025-11-18T03:42:04Z,2025-11-18T03:42:04Z,safesleep-dev-01,28.9,32.1,30.4,supino
2025-11-18T03:42:07Z,2025-11-18T03:42:07Z,safesleep-dev-01,22.8,33.0,52.8,supino
2025-11-18T03:42:10Z,2025-11-18T03:42:10Z,safesleep-dev-01,18.9,46.0,85.9,lateral
2025-11-18T03:42:13Z,2025-11-18T03:42:13Z,safesleep-dev-01,26.3,63.6,43.9,prono
2025-11-18T03:42:16Z,2025-11-18T03:42:16Z,safesleep-dev-01,29.5,62.4,27.5,prono
2025-11-18T03:42:19Z,2025-11-18T03:42:19Z,safesleep-dev-01,19.2,61.1,40.0,lateral
2025-11-18T03:42:22Z,2025-11-18T03:42:22Z,safesleep-dev-01,22.7,49.1,85.5,supino
2025-11-18T03:42:25Z,2025-11-18T03:42:25Z,safesleep-dev-01,18.7,53.7,72.2,supino
2025-11-18T03:42:28Z,2025-11-18T03:42:28Z,safesleep-dev-01,19.3,46.6,30.3,lateral
2025-11-18T03:42:31Z,2025-11-18T03:42:31Z,safesleep-dev-01,23.3,41.6,47.9,lateral
2025-11-18T03:42:34Z,2025-11-18T03:42:34Z,safesleep-dev-01,25.4,38.9,22.5,prono
2025-11-18T03:42:37Z,2025-11-18T03:42:37Z,safesleep-dev-01,28.7,53.2,87.0,supino
2025-11-18T03:42:40Z,2025-11-18T03:42:40Z,safesleep-dev-01,26.6,56.2,27.1,lateral
2025-11-18T03:42:43Z,2025-11-18T03:42:43Z,safesleep-dev-01,28.5,67.7,62.6,supino
2025-11-18T03:42:46Z,2025-11-18T03:42:46Z,safesleep-dev-01,28.1,46.6,28.7,lateral
2025-11-18T03:42:49Z,2025-11-18T03:42:49Z,safesleep-dev-01,22.2,33.2,21.7,supino
2025-11-18T03:42:52Z,2025-11-18T03:42:52Z,safesleep-dev-01,26.4,36.7,29.2,supino
2025-11-18T03:42:55Z,2025-11-18T03:42:55Z,safesleep-dev-01,25.5,59.8,88.8,supino
2025-11-18T03:42:58Z,2025-11-18T03:42:58Z,safesleep-dev-01,26.8,41.8,42.5,supino
2025-11-18T03:43:01Z,2025-11-18T03:43:01Z,safesleep-dev-01,26.3,60.7,46.0,supino
2025-11-18T03:43:04Z,2025-11-18T03:43:04Z,safesleep-dev-01,22.1,30.6,46.3,lateral
2025-11-18T03:43:07Z,2025-11-18T03:43:07Z,safesleep-dev-01,19.5,50.2,36.5,supino
2025-11-18T03:43:10Z,2025-11-18T03:43:10Z,safesleep-dev-01,21.5,45.0,67.1,lateral
2025-11-18T03:43:13Z,2025-11-18T03:43:13Z,safesleep-dev-01,20.1,60.5,33.3,supino
2025-11-18T03:43:16Z,2025-11-18T03:43:16Z,safesleep-dev-01,27.9,32.6,87.3,prono
2025-11-18T03:43:19Z,2025-11-18T03:43:19Z,safesleep-dev-01,21.7,41.8,55.1,supino
2025-11-18T03:43:22Z,2025-11-18T03:43:22Z,safesleep-dev-01,20.0,38.8,56.2,supino
2025-11-18T03:43:25Z,2025-11-18T03:43:25Z,safesleep-dev-01,27.7,33.0,24.1,lateral
2025-11-18T03:43:28Z,2025-11-18T03:43:28Z,safesleep-dev-01,29.2,43.1,65.3,supino
2025-11-18T03:43:31Z,2025-11-18T03:43:31Z,safesleep-dev-01,26.0,69.0,68.3,lateral
2025-11-18T03:43:34Z,2025-11-18T03:43:34Z,safesleep-dev-01,18.0,43.0,52.2,supino
2025-11-18T03:43:37Z,2025-11-18T03:43:37Z,safesleep-dev-01,26.6,51.4,63.7,supino
2025-11-18T03:43:40Z,2025-11-18T03:43:40Z,safesleep-dev-01,21.5,45.8,80.7,supino
2025-11-18T03:43:43Z,2025-11-18T03:43:43Z,safesleep-dev-01,27.8,36.4,59.5,supino
2025-11-18T03:43:46Z,2025-11-18T03:43:46Z,safesleep-dev-01,23.1,61.3,47.7,lateral
2025-11-18T03:43:49Z,2025-11-18T03:43:49Z,safesleep-dev-01,26.3,69.2,67.6,supino
2025-11-18T03:43:52Z,2025-11-18T03:43:52Z,safesleep-dev-01,29.1,56.8,64.2,lateral
2025-11-18T03:43:55Z,2025-11-18T03:43:55Z,safesleep-dev-01,25.7,40.0,38.8,supino
2025-11-18T03:43:58Z,2025-11-18T03:43:58Z,safesleep-dev-01,21.6,59.6,52.7,lateral
2025-11-18T03:44:01Z,2025-11-18T03:44:01Z,safesleep-dev-01,25.3,30.3,59.3,supino
2025-11-18T03:44:04Z,2025-11-18T03:44:04Z,safesleep-dev-01,29.0,55.3,24.6,lateral
2025-11-18T03:44:07Z,2025-11-18T03:44:07Z,safesleep-dev-01,18.5,39.4,39.5,supino
2025-11-18T03:44:10Z,2025-11-18T03:44:10Z,safesleep-dev-01,26.7,65.1,40.9,lateral
2025-11-18T03:44:13Z,2025-11-18T03:44:13Z,safesleep-dev-01,27.9,34.0,27.3,supino
2025-11-18T03:44:16Z,2025-11-18T03:44:16Z,safesleep-dev-01,29.1,31.8,41.3,supino
2025-11-18T03:44:19Z,2025-11-18T03:44:19Z,safesleep-dev-01,19.3,51.5,65.2,lateral
2025-11-18T03:44:22Z,2025-11-18T03:44:22Z,safesleep-dev-01,25.6,55.9,27.8,lateral
2025-11-18T03:44:25Z,2025-11-18T03:44:25Z,safesleep-dev-01,26.3,64.0,42.1,supino
2025-11-18T03:44:28Z,2025-11-18T03:44:28Z,safesleep-dev-01,22.9,59.1,34.8,prono
2025-11-18T03:44:31Z,2025-11-18T03:44:31Z,safesleep-dev-01,20.5,37.6,88.1,lateral
2025-11-18T03:44:34Z,2025-11-18T03:44:34Z,safesleep-dev-01,23.1,49.6,33.4,lateral
2025-11-18T03:44:37Z,2025-11-18T03:44:37Z,safesleep-dev-01,18.4,30.3,87.8,supino
2025-11-18T03:44:40Z,2025-11-18T03:44:40Z,safesleep-dev-01,28.8,53.8,27.7,prono
2025-11-18T03:44:43Z,2025-11-18T03:44:43Z,safesleep-dev-01,28.4,62.5,39.2,supino
2025-11-18T03:44:46Z,2025-11-18T03:44:46Z,safesleep-dev-01,22.1,63.5,65.5,lateral
2025-11-18T03:44:49Z,2025-11-18T03:44:49Z,safesleep-dev-01,23.0,48.0,32.2,supino
2025-11-18T03:44:52Z,2025-11-18T03:44:52Z,safesleep-dev-01,22.5,58.3,47.7,lateral
2025-11-18T03:44:55Z,2025-11-18T03:44:55Z,safesleep-dev-01,19.1,60.9,82.3,supino
2025-11-18T03:44:58Z,2025-11-18T03:44:58Z,safesleep-dev-01,24.3,45.1,82.5,lateral
2025-11-18T03:45:01Z,2025-11-18T03:45:01Z,safesleep-dev-01,25.6,54.0,68.0,supino
2025-11-18T03:45:04Z,2025-11-18T03:45:04Z,safesleep-dev-01,19.6,60.8,68.0,supino
2025-11-18T03:45:07Z,2025-11-18T03:45:07Z,safesleep-dev-01,23.1,65.4,27.6,supino
2025-11-18T03:45:10Z,2025-11-18T03:45:10Z,safesleep-dev-01,20.1,60.3,61.2,lateral
2025-11-18T03:45:13Z,2025-11-18T03:45:13Z,safesleep-dev-01,23.7,51.4,45.9,supino
2025-11-18T03:45:16Z,2025-11-18T03:45:16Z,safesleep-dev-01,29.5,38.5,81.8,supino
2025-11-18T03:45:19Z,2025-11-18T03:45:19Z,safesleep-dev-01,23.7,69.3,70.8,prono
2025-11-18T03:45:22Z,2025-11-18T03:45:22Z,safesleep-dev-01,18.6,60.4,28.5,lateral
2025-11-18T03:45:25Z,2025-11-18T03:45:25Z,safesleep-dev-01,26.2,66.1,89.8,supino
2025-11-18T03:45:28Z,2025-11-18T03:45:28Z,safesleep-dev-01,18.4,54.2,87.3,prono
2025-11-18T03:45:31Z,2025-11-18T03:45:31Z,safesleep-dev-01,25.1,69.3,58.8,lateral
2025-11-18T03:45:34Z,2025-11-18T03:45:34Z,safesleep-dev-01,26.1,42.7,76.2,lateral
2025-11-18T03:45:37Z,2025-11-18T03:45:37Z,safesleep-dev-01,20.8,67.7,56.3,supino
2025-11-18T03:45:40Z,2025-11-18T03:45:40Z,safesleep-dev-01,21.6,33.1,62.8,supino
2025-11-18T03:45:43Z,2025-11-18T03:45:43Z,safesleep-dev-01,28.7,46.9,58.8,supino
2025-11-18T03:45:46Z,2025-11-18T03:45:46Z,safesleep-dev-01,22.3,32.7,49.7,supino
2025-11-18T03:45:49Z,2025-11-18T03:45:49Z,safesleep-dev-01,18.8,43.2,70.4,supino
2025-11-18T03:45:52Z,2025-11-18T03:45:52Z,safesleep-dev-01,26.5,48.5,60.3,lateral
2025-11-18T03:45:55Z,2025-11-18T03:45:55Z,safesleep-dev-01,28.1,42.5,60.5,supino
2025-11-18T03:45:58Z,2025-11-18T03:45:58Z,safesleep-dev-01,19.4,36.6,24.0,supino
2025-11-18T03:46:01Z,2025-11-18T03:46:01Z,safesleep-dev-01,22.2,58.9,26.8,supino
2025-11-18T03:46:04Z,2025-11-18T03:46:04Z,safesleep-dev-01,18.7,52.2,55.3,supino
2025-11-18T03:46:07Z,2025-11-18T03:46:07Z,safesleep-dev-01,21.6,59.1,70.1,supino
2025-11-18T03:46:10Z,2025-11-18T03:46:10Z,safesleep-dev-01,26.2,58.6,79.0,lateral
2025-11-18T03:46:13Z,2025-11-18T03:46:13Z,safesleep-dev-01,29.5,50.1,60.1,supino
2025-11-18T03:46:16Z,2025-11-18T03:46:16Z,safesleep-dev-01,29.1,68.9,35.1,lateral
2025-11-18T03:46:19Z,2025-11-18T03:46:19Z,safesleep-dev-01,25.1,68.2,22.0,supino
2025-11-18T03:46:22Z,2025-11-18T03:46:22Z,safesleep-dev-01,28.9,55.2,32.5,lateral
2025-11-18T03:46:25Z,2025-11-18T03:46:25Z,safesleep-dev-01,26.5,68.0,31.8,supino
2025-11-18T03:46:28Z,2025-11-18T03:46:28Z,safesleep-dev-01,23.9,64.7,29.5,lateral
2025-11-18T03:46:31Z,2025-11-18T03:46:31Z,safesleep-dev-01,28.1,69.2,62.0,supino
2025-11-18T03:46:34Z,2025-11-18T03:46:34Z,safesleep-dev-01,18.2,37.2,85.9,lateral
2025-11-18T03:46:37Z,2025-11-18T03:46:37Z,safesleep-dev-01,24.2,31.5,23.4,lateral
2025-11-18T03:46:40Z,2025-11-18T03:46:40Z,safesleep-dev-01,27.4,65.9,53.5,supino
2025-11-18T03:46:43Z,2025-11-18T03:46:43Z,safesleep-dev-01,18.7,66.2,24.1,supino
2025-11-18T03:46:46Z,2025-11-18T03:46:46Z,safesleep-dev-01,25.3,32.7,23.2,prono
2025-11-18T03:46:49Z,2025-11-18T03:46:49Z,safesleep-dev-01,19.7,69.5,40.7,supino
2025-11-18T03:46:52Z,2025-11-18T03:46:52Z,safesleep-dev-01,25.9,39.6,89.2,supino
2025-11-18T03:46:55Z,2025-11-18T03:46:55Z,safesleep-dev-01,28.5,62.4,42.0,supino
2025-11-18T03:46:58Z,2025-11-18T03:46:58Z,safesleep-dev-01,20.6,42.4,26.7,supino
2025-11-18T03:47:01Z,2025-11-18T03:47:01Z,safesleep-dev-01,24.5,37.3,80.8,supino
2025-11-18T03:47:04Z,2025-11-18T03:47:04Z,safesleep-dev-01,29.3,31.6,35.8,supino
2025-11-18T03:47:07Z,2025-11-18T03:47:07Z,safesleep-dev-01,26.0,65.7,40.4,lateral
2025-11-18T03:47:10Z,2025-11-18T03:47:10Z,safesleep-dev-01,28.1,52.1,85.6,supino
2025-11-18T03:47:13Z,2025-11-18T03:47:13Z,safesleep-dev-01,26.3,66.4,85.7,supino
2025-11-18T03:47:16Z,2025-11-18T03:47:16Z,safesleep-dev-01,27.8,50.5,83.9,lateral
2025-11-18T03:47:19Z,2025-11-18T03:47:19Z,safesleep-dev-01,20.9,62.5,53.8,prono
2025-11-18T03:47:22Z,2025-11-18T03:47:22Z,safesleep-dev-01,26.5,50.0,72.3,supino
2025-11-18T03:47:25Z,2025-11-18T03:47:25Z,safesleep-dev-01,28.9,51.0,40.3,lateral
2025-11-18T03:47:28Z,2025-11-18T03:47:28Z,safesleep-dev-01,22.9,50.8,85.6,lateral
2025-11-18T03:47:31Z,2025-11-18T03:47:31Z,safesleep-dev-01,27.3,40.3,23.5,supino
2025-11-18T03:47:34Z,2025-11-18T03:47:34Z,safesleep-dev-01,18.2,45.1,82.3,supino
2025-11-18T03:47:37Z,2025-11-18T03:47:37Z,safesleep-dev-01,23.3,47.2,45.5,prono
2025-11-18T03:47:40Z,2025-11-18T03:47:40Z,safesleep-dev-01,21.8,58.7,58.6,supino
2025-11-18T03:47:43Z,2025-11-18T03:47:43Z,safesleep-dev-01,24.9,42.9,55.2,prono
2025-11-18T03:48:15Z,2025-11-18T03:48:15Z,safesleep-dev-01,25.8,57.9,30.5,supino
2025-11-18T03:48:18Z,2025-11-18T03:48:18Z,safesleep-dev-01,24.3,58.8,75.2,lateral
2025-11-18T03:48:21Z,2025-11-18T03:48:21Z,safesleep-dev-01,27.6,52.0,84.3,supino
2025-11-18T03:48:24Z,2025-11-18T03:48:24Z,safesleep-dev-01,22.0,39.0,21.5,supino
2025-11-18T03:48:27Z,2025-11-18T03:48:27Z,safesleep-dev-01,20.4,35.0,83.2,supino
2025-11-18T03:48:30Z,2025-11-18T03:48:30Z,safesleep-dev-01,20.1,35.5,40.0,supino
2025-11-18T03:48:33Z,2025-11-18T03:48:33Z,safesleep-dev-01,21.7,67.9,21.9,supino
2025-11-18T03:48:36Z,2025-11-18T03:48:36Z,safesleep-dev-01,21.3,36.4,78.9,supino
2025-11-18T03:48:39Z,2025-11-18T03:48:39Z,safesleep-dev-01,23.4,37.6,88.1,prono
2025-11-18T03:48:42Z,2025-11-18T03:48:42Z,safesleep-dev-01,26.3,34.7,22.2,prono
2025-11-18T03:48:45Z,2025-11-18T03:48:45Z,safesleep-dev-01,18.9,62.5,32.8,lateral
2025-11-18T03:48:48Z,2025-11-18T03:48:48Z,safesleep-dev-01,18.6,35.0,79.1,prono
2025-11-18T03:48:51Z,2025-11-18T03:48:51Z,safesleep-dev-01,21.6,50.9,88.2,supino
2025-11-18T03:48:54Z,2025-11-18T03:48:54Z,safesleep-dev-01,28.1,48.3,40.0,lateral
2025-11-18T03:48:57Z,2025-11-18T03:48:57Z,safesleep-dev-01,26.9,65.4,79.9,lateral
2025-11-18T03:49:00Z,2025-11-18T03:49:00Z,safesleep-dev-01,20.9,55.3,66.3,supino
2025-11-18T03:49:03Z,2025-11-18T03:49:03Z,safesleep-dev-01,18.2,62.4,59.7,prono
2025-11-18T03:49:06Z,2025-11-18T03:49:06Z,safesleep-dev-01,18.2,55.0,36.2,supino
2025-11-18T03:49:09Z,2025-11-18T03:49:09Z,safesleep-dev-01,22.8,36.8,42.9,supino
2025-11-18T03:49:12Z,2025-11-18T03:49:12Z,safesleep-dev-01,18.9,49.0,78.4,prono
2025-11-18T03:49:15Z,2025-11-18T03:49:15Z,safesleep-dev-01,27.1,60.4,62.9,prono
2025-11-18T03:49:18Z,2025-11-18T03:49:18Z,safesleep-dev-01,26.8,39.9,28.2,lateral
2025-11-18T03:49:21Z,2025-11-18T03:49:21Z,safesleep-dev-01,24.2,65.9,64.3,prono
2025-11-18T03:49:24Z,2025-11-18T03:49:24Z,safesleep-dev-01,19.7,30.1,49.2,supino
2025-11-18T03:49:27Z,2025-11-18T03:49:27Z,safesleep-dev-01,25.5,48.4,27.6,lateral
2025-11-18T03:49:30Z,2025-11-18T03:49:30Z,safesleep-dev-01,25.1,64.4,62.1,supino
2025-11-18T03:49:33Z,2025-11-18T03:49:33Z,safesleep-dev-01,26.0,44.3,61.4,supino
2025-11-18T22:23:08Z,2025-11-18T22:23:08Z,safesleep-dev-01,28.6,68.1,28.0,lateral
2025-11-18T22:23:11Z,2025-11-18T22:23:11Z,safesleep-dev-01,29.5,53.8,40.1,lateral
2025-11-18T22:23:14Z,2025-11-18T22:23:14Z,safesleep-dev-01,18.3,64.7,53.2,supino
2025-11-18T22:23:17Z,2025-11-18T22:23:17Z,safesleep-dev-01,28.3,53.3,37.9,supino
2025-11-18T22:23:20Z,2025-11-18T22:23:20Z,safesleep-dev-01,23.6,33.3,51.9,lateral
2025-11-18T22:23:23Z,2025-11-18T22:23:23Z,safesleep-dev-01,29.2,42.7,55.1,prono
2025-11-18T22:23:26Z,2025-11-18T22:23:26Z,safesleep-dev-01,20.9,38.3,46.4,supino
2025-11-18T22:23:29Z,2025-11-18T22:23:29Z,safesleep-dev-01,24.2,65.3,27.3,supino
2025-11-18T22:23:32Z,2025-11-18T22:23:32Z,safesleep-dev-01,22.2,40.1,74.5,supino
2025-11-18T22:23:35Z,2025-11-18T22:23:35Z,safesleep-dev-01,23.6,38.6,36.2,supino
2025-11-18T22:23:38Z,2025-11-18T22:23:38Z,safesleep-dev-01,25.2,47.3,82.2,supino
2025-11-18T22:23:41Z,2025-11-18T22:23:41Z,safesleep-dev-01,21.3,69.6,27.3,lateral
2025-11-18T22:23:44Z,2025-11-18T22:23:44Z,safesleep-dev-01,21.5,39.2,82.2,prono
2025-11-18T22:23:47Z,2025-11-18T22:23:47Z,safesleep-dev-01,26.2,45.7,39.6,supino
2025-11-18T22:23:50Z,2025-11-18T22:23:50Z,safesleep-dev-01,20.3,44.7,63.1,prono
2025-11-18T22:23:53Z,2025-11-18T22:23:53Z,safesleep-dev-01,27.0,39.1,42.0,lateral
2025-11-18T22:23:56Z,2025-11-18T22:23:56Z,safesleep-dev-01,29.0,31.1,34.3,supino
2025-11-18T22:23:59Z,2025-11-18T22:23:59Z,safesleep-dev-01,29.4,57.3,56.9,supino
2025-11-18T22:24:02Z,2025-11-18T22:24:02Z,safesleep-dev-01,24.1,45.4,45.7,supino
2025-11-18T22:24:05Z,2025-11-18T22:24:05Z,safesleep-dev-01,28.3,60.3,53.5,supino
2025-11-18T22:24:08Z,2025-11-18T22:24:08Z,safesleep-dev-01,27.6,65.9,83.1,supino
2025-11-18T22:24:11Z,2025-11-18T22:24:11Z,safesleep-dev-01,27.9,57.8,53.5,supino
2025-11-18T22:24:14Z,2025-11-18T22:24:14Z,safesleep-dev-01,21.0,37.9,64.2,supino
2025-11-18T22:24:17Z,2025-11-18T22:24:17Z,safesleep-dev-01,24.2,69.2,87.7,supino
2025-11-18T22:24:20Z,2025-11-18T22:24:20Z,safesleep-dev-01,22.2,66.6,41.8,supino
2025-11-18T22:24:23Z,2025-11-18T22:24:23Z,safesleep-dev-01,18.1,52.5,88.2,supino
2025-11-18T22:24:26Z,2025-11-18T22:24:26Z,safesleep-dev-01,20.8,58.8,24.2,supino
2025-11-18T22:24:29Z,2025-11-18T22:24:29Z,safesleep-dev-01,29.5,66.3,76.0,supino
2025-11-18T22:24:32Z,2025-11-18T22:24:32Z,safesleep-dev-01,25.2,34.2,66.6,supino
2025-11-18T22:24:35Z,2025-11-18T22:24:35Z,safesleep-dev-01,19.7,45.1,58.5,lateral
2025-11-18T22:24:38Z,2025-11-18T22:24:38Z,safesleep-dev-01,20.5,41.7,63.2,lateral
2025-11-18T22:24:41Z,2025-11-18T22:24:41Z,safesleep-dev-01,28.1,56.6,27.9,lateral
2025-11-18T22:24:44Z,2025-11-18T22:24:44Z,safesleep-dev-01,21.8,64.1,58.1,supino
2025-11-18T22:24:47Z,2025-11-18T22:24:47Z,safesleep-dev-01,26.2,49.5,43.5,supino
2025-11-18T22:24:50Z,2025-11-18T22:24:50Z,safesleep-dev-01,21.1,31.2,69.3,supino
2025-11-18T22:24:53Z,2025-11-18T22:24:53Z,safesleep-dev-01,20.9,69.8,41.5,supino
2025-11-18T22:24:56Z,2025-11-18T22:24:56Z,safesleep-dev-01,18.8,52.2,20.8,supino
2025-11-18T22:24:59Z,2025-11-18T22:24:59Z,safesleep-dev-01,27.6,45.3,53.5,supino
2025-11-18T22:25:02Z,2025-11-18T22:25:02Z,safesleep-dev-01,21.3,41.5,88.4,supino
2025-11-18T22:25:05Z,2025-11-18T22:25:05Z,safesleep-dev-01,25.4,54.8,38.5,prono
2025-11-18T22:25:08Z,2025-11-18T22:25:08Z,safesleep-dev-01,19.7,52.4,66.7,supino
2025-11-18T22:25:11Z,2025-11-18T22:25:11Z,safesleep-dev-01,25.4,63.2,74.9,prono
2025-11-18T22:25:14Z,2025-11-18T22:25:14Z,safesleep-dev-01,26.7,49.4,75.5,prono
2025-11-18T22:25:17Z,2025-11-18T22:25:17Z,safesleep-dev-01,18.2,31.1,51.9,supino
2025-11-18T22:25:20Z,2025-11-18T22:25:20Z,safesleep-dev-01,27.4,54.0,54.7,supino
2025-11-18T22:25:23Z,2025-11-18T22:25:23Z,safesleep-dev-01,22.2,53.0,33.2,supino
2025-11-18T22:25:26Z,2025-11-18T22:25:26Z,safesleep-dev-01,28.0,65.3,38.8,supino
2025-11-18T22:25:29Z,2025-11-18T22:25:29Z,safesleep-dev-01,27.1,45.2,73.1,supino
2025-11-18T22:25:32Z,2025-11-18T22:25:32Z,safesleep-dev-01,21.3,30.2,60.7,supino
2025-11-18T22:25:35Z,2025-11-18T22:25:35Z,safesleep-dev-01,26.3,45.1,85.7,prono
2025-11-18T22:25:38Z,2025-11-18T22:25:38Z,safesleep-dev-01,29.6,51.7,21.3,supino
2025-11-18T22:25:41Z,2025-11-18T22:25:41Z,safesleep-dev-01,29.4,39.0,52.7,supino
2025-11-18T22:25:44Z,2025-11-18T22:25:44Z,safesleep-dev-01,24.9,52.5,48.8,supino
2025-11-18T22:25:48Z,2025-11-18T22:25:47Z,safesleep-dev-01,20.8,51.9,42.9,lateral
2025-11-18T22:25:51Z,2025-11-18T22:25:51Z,safesleep-dev-01,19.4,36.3,87.0,supino
2025-11-18T22:25:54Z,2025-11-18T22:25:54Z,safesleep-dev-01,26.9,48.9,66.9,prono
2025-11-18T22:25:57Z,2025-11-18T22:25:57Z,safesleep-dev-01,19.9,57.0,30.3,supino
2025-11-18T22:26:00Z,2025-11-18T22:26:00Z,safesleep-dev-01,27.8,56.8,20.5,supino
2025-11-18T22:26:03Z,2025-11-18T22:26:03Z,safesleep-dev-01,26.6,68.8,47.9,supino
2025-11-18T22:26:06Z,2025-11-18T22:26:06Z,safesleep-dev-01,29.2,61.0,70.1,supino
2025-11-18T22:26:09Z,2025-11-18T22:26:09Z,safesleep-dev-01,23.9,37.3,41.6,supino
2025-11-18T22:26:12Z,2025-11-18T22:26:12Z,safesleep-dev-01,20.6,58.1,30.3,supino
2025-11-18T22:26:15Z,2025-11-18T22:26:15Z,safesleep-dev-01,20.4,61.2,89.8,prono
2025-11-18T22:26:18Z,2025-11-18T22:26:18Z,safesleep-dev-01,21.8,65.2,42.7,lateral
2025-11-18T22:26:21Z,2025-11-18T22:26:21Z,safesleep-dev-01,19.8,36.7,45.2,prono
2025-11-18T22:26:24Z,2025-11-18T22:26:24Z,safesleep-dev-01,20.0,32.3,80.2,supino
2025-11-18T22:26:27Z,2025-11-18T22:26:27Z,safesleep-dev-01,29.5,59.2,49.3,supino
2025-11-18T22:26:30Z,2025-11-18T22:26:30Z,safesleep-dev-01,23.6,66.0,29.0,supino
2025-11-18T22:26:33Z,2025-11-18T22:26:33Z,safesleep-dev-01,23.0,48.1,65.8,supino
2025-11-18T22:26:36Z,2025-11-18T22:26:36Z,safesleep-dev-01,28.9,67.9,36.1,supino
2025-11-18T22:26:39Z,2025-11-18T22:26:39Z,safesleep-dev-01,18.5,34.8,28.3,supino
2025-11-18T22:26:42Z,2025-11-18T22:26:42Z,safesleep-dev-01,18.2,38.7,39.7,supino
2025-11-18T22:26:45Z,2025-11-18T22:26:45Z,safesleep-dev-01,20.1,48.7,89.0,prono
2025-11-18T22:26:48Z,2025-11-18T22:26:48Z,safesleep-dev-01,25.6,66.5,25.1,supino
2025-11-18T22:26:51Z,2025-11-18T22:26:51Z,safesleep-dev-01,26.4,37.5,53.2,supino
2025-11-18T22:26:54Z,2025-11-18T22:26:54Z,safesleep-dev-01,22.0,42.9,82.4,supino
2025-11-18T22:26:57Z,2025-11-18T22:26:57Z,safesleep-dev-01,19.3,62.1,28.8,supino
2025-11-18T22:27:00Z,2025-11-18T22:27:00Z,safesleep-dev-01,26.4,36.8,23.2,supino
2025-11-18T22:27:03Z,2025-11-18T22:27:03Z,safesleep-dev-01,18.3,43.5,86.8,lateral
2025-11-18T22:27:06Z,2025-11-18T22:27:06Z,safesleep-dev-01,29.9,66.9,49.7,lateral
2025-11-18T22:27:09Z,2025-11-18T22:27:09Z,safesleep-dev-01,24.0,67.2,54.9,lateral
2025-11-18T22:27:12Z,2025-11-18T22:27:12Z,safesleep-dev-01,28.4,65.8,89.6,supino
2025-11-18T22:27:15Z,2025-11-18T22:27:15Z,safesleep-dev-01,26.6,65.8,26.1,supino
2025-11-18T22:27:18Z,2025-11-18T22:27:18Z,safesleep-dev-01,19.1,62.3,55.7,supino
2025-11-18T22:27:21Z,2025-11-18T22:27:21Z,safesleep-dev-01,20.4,63.2,80.3,prono
2025-11-18T22:27:24Z,2025-11-18T22:27:24Z,safesleep-dev-01,29.0,49.5,73.2,supino
2025-11-18T22:27:27Z,2025-11-18T22:27:27Z,safesleep-dev-01,19.8,69.2,60.1,lateral
2025-11-18T22:27:30Z,2025-11-18T22:27:30Z,safesleep-dev-01,28.5,57.7,60.9,lateral
2025-11-18T22:27:33Z,2025-11-18T22:27:33Z,safesleep-dev-01,25.8,49.1,74.9,lateral
2025-11-18T22:27:36Z,2025-11-18T22:27:36Z,safesleep-dev-01,19.7,44.7,54.5,supino
2025-11-18T22:27:39Z,2025-11-18T22:27:39Z,safesleep-dev-01,27.4,42.9,48.7,supino
2025-11-18T22:27:42Z,2025-11-18T22:27:42Z,safesleep-dev-01,22.0,62.4,85.7,supino
2025-11-18T22:27:45Z,2025-11-18T22:27:45Z,safesleep-dev-01,26.1,65.1,62.1,supino
2025-11-18T22:27:48Z,2025-11-18T22:27:48Z,safesleep-dev-01,24.0,48.3,44.7,prono
2025-11-18T22:27:51Z,2025-11-18T22:27:51Z,safesleep-dev-01,19.3,62.1,65.5,supino
2025-11-18T22:27:54Z,2025-11-18T22:27:54Z,safesleep-dev-01,30.0,47.7,46.7,prono
